siteid,sitename,date,t1,t2,t3,t4,h3,h4,f1,f2,truth
GUA029,PARROQUIA,2020-07-26T16:01:43Z,17.6,23.6,23.7,25,69.5,85.6,35.39,34.21,1
GUA029,PARROQUIA,2020-07-26T16:04:56Z,16.4,23.3,23.7,24.9,69.3,84.4,39.49,39.33,1
GUA029,PARROQUIA,2020-07-26T16:08:10Z,14.7,23.2,23.8,25.2,74.8,89.7,38.72,41.62,1
GUA029,PARROQUIA,2020-07-26T16:11:28Z,16.3,23.9,24,25.5,77,91,39.16,39.73,1
GUA029,PARROQUIA,2020-07-26T16:14:41Z,16.9,24.1,24.1,25.6,76.7,90.8,39.19,40.83,1
GUA029,PARROQUIA,2020-07-26T16:17:53Z,16.6,24,24,25.5,76,90.6,39.24,38.07,1
GUA029,PARROQUIA,2020-07-26T16:21:06Z,16.4,23.9,24,25.4,82.3,93.4,51.96,51.25,1
GUA029,PARROQUIA,2020-07-26T16:24:20Z,18.9,24.7,24.2,25.7,81.8,93.4,51.45,51,1
GUA029,PARROQUIA,2020-07-26T16:27:32Z,18.5,24.6,24.1,25.7,80.7,92.7,51.95,51.32,1
GUA029,PARROQUIA,2020-07-26T16:30:47Z,20.5,24.9,24,25.7,81.1,93.2,52.32,52.09,1
GUA029,PARROQUIA,2020-07-26T16:34:01Z,20.1,25.1,24,25.6,81.5,93.3,53.01,53.44,1
GUA029,PARROQUIA,2020-07-26T16:37:13Z,20.1,25.1,24,25.6,80.9,93.1,52.29,53.2,1
GUA029,PARROQUIA,2020-07-26T16:40:26Z,19.8,24.2,23.9,25.5,81.2,93.3,53.96,52.78,1
GUA029,PARROQUIA,2020-07-26T16:43:40Z,19.9,24.2,23.9,25.6,81.3,93.4,52.43,51.09,1
GUA029,PARROQUIA,2020-07-26T16:46:52Z,19.8,24.2,23.9,25.6,80.7,93.5,34.61,33.9,1
GUA029,PARROQUIA,2020-07-26T16:50:06Z,18.7,23.9,23.7,25.3,78.9,92.2,34.47,33.82,1
GUA029,PARROQUIA,2020-07-26T16:53:19Z,18,23.7,23.7,25,71.2,86.8,34.02,33.84,1
GUA029,PARROQUIA,2020-07-26T16:56:32Z,16.8,23.4,23.7,24.9,67.8,82,40.27,39.59,1
GUA029,PARROQUIA,2020-07-26T16:59:44Z,15,23.1,23.8,25.1,70.9,85,38.91,39.24,1
GUA029,PARROQUIA,2020-07-26T17:02:58Z,15.2,23.5,23.9,25.3,73.3,87.6,38.84,37.94,1
GUA029,PARROQUIA,2020-07-26T17:06:11Z,15.9,23.8,24,25.5,75.7,90.2,39.01,38.56,1
GUA029,PARROQUIA,2020-07-26T17:09:25Z,16.6,24,24,25.5,79.3,91.5,38.87,37.58,1
GUA029,PARROQUIA,2020-07-26T17:12:38Z,17.6,24.4,24.1,25.7,78.7,91.2,38.5,37.95,1
GUA029,PARROQUIA,2020-07-26T17:15:50Z,17.4,24.3,24.1,25.6,81.4,92.5,51.11,50.7,1
GUA029,PARROQUIA,2020-07-26T17:19:04Z,18.5,24.7,24.2,25.8,80.4,92.4,51.52,50.79,1
GUA029,PARROQUIA,2020-07-26T17:22:16Z,19.7,25,24.1,25.8,80,92.2,51.21,51.25,1
GUA029,PARROQUIA,2020-07-26T17:25:28Z,20,24.1,23.9,25.7,79.3,92.8,34.49,33.71,1
GUA029,PARROQUIA,2020-07-26T17:28:40Z,18.6,23.9,23.7,25.2,79.7,92.9,34.78,34.29,1
GUA029,PARROQUIA,2020-07-26T17:31:54Z,18.6,23.9,23.8,25.2,78.4,91.8,35.71,35.08,1
GUA029,PARROQUIA,2020-07-26T17:35:07Z,18,23.7,23.7,25,71.2,86.1,34.85,33.95,1
GUA029,PARROQUIA,2020-07-26T17:38:20Z,16.8,23.4,23.7,24.9,67.2,81.2,39.14,37.24,1
GUA029,PARROQUIA,2020-07-26T17:41:34Z,15.2,23.2,23.8,25,72.4,85.8,38.88,38.48,1
GUA029,PARROQUIA,2020-07-26T17:44:46Z,15.7,23.8,24,25.4,79.6,91.5,38.68,38.26,1
GUA029,PARROQUIA,2020-07-26T17:47:58Z,18.2,24.6,24.2,25.7,81,92.4,51.6,51.13,1
GUA029,PARROQUIA,2020-07-26T17:51:12Z,20.3,25.2,24.3,25.9,80.2,92.1,52.25,53.42,1
GUA029,PARROQUIA,2020-07-26T17:54:26Z,20.2,24.7,24,25.8,80.6,92.5,53.44,52.93,1
GUA029,PARROQUIA,2020-07-26T17:57:41Z,20.2,24.7,24,25.7,80.5,92.8,51.99,51.64,1
GUA029,PARROQUIA,2020-07-26T18:00:54Z,19.3,24.1,23.8,25.4,80.2,92.9,35.36,34.1,1
GUA029,PARROQUIA,2020-07-26T18:04:07Z,18.7,23.9,23.7,25.1,80.7,92.9,33.86,33.44,1
GUA029,PARROQUIA,2020-07-26T18:07:19Z,18.5,23.9,23.8,25.1,78.9,92,34.01,33.45,1
GUA029,PARROQUIA,2020-07-26T18:10:32Z,18,23.7,23.6,24.9,68.2,82.4,33.86,34.53,1
GUA029,PARROQUIA,2020-07-26T18:13:45Z,16.2,23.3,23.7,25,69.1,82.7,38.01,37.6,1
GUA029,PARROQUIA,2020-07-26T18:16:58Z,14.8,23.3,23.8,25.2,74.7,88.4,39.05,38.55,1
GUA029,PARROQUIA,2020-07-26T18:20:13Z,16.5,24.1,24,25.5,80.6,91.9,53.04,52.42,1
GUA029,PARROQUIA,2020-07-26T18:23:27Z,19,24.8,24.2,25.8,81,92.4,53.53,53,1
GUA029,PARROQUIA,2020-07-26T18:26:39Z,19.8,25.1,24.2,25.8,79.8,91.8,51.26,51.08,1
GUA029,PARROQUIA,2020-07-26T18:29:51Z,20.2,24.4,24,25.7,80.1,92.5,35.68,35.21,1
GUA029,PARROQUIA,2020-07-26T18:33:05Z,19.1,24,23.8,25.3,79.5,92.2,34.08,34.95,1
GUA029,PARROQUIA,2020-07-26T18:36:18Z,18.1,23.7,23.6,25,73.8,88.1,35.78,34.1,1
GUA029,PARROQUIA,2020-07-26T18:39:30Z,17.4,23.5,23.7,25,70.1,84.2,35.65,36.29,1
GUA029,PARROQUIA,2020-07-26T18:42:43Z,16.7,23.5,23.8,25.1,71.3,85,35.2,33.77,1
GUA029,PARROQUIA,2020-07-26T18:45:56Z,16.9,23.5,23.7,25.1,66.3,80,39.93,39.05,1
GUA029,PARROQUIA,2020-07-26T18:49:09Z,15.4,23.2,23.7,25,71,84.7,40.9,39.37,1
GUA029,PARROQUIA,2020-07-26T18:52:21Z,15.4,23.5,23.9,25.3,73.9,87.7,40.2,39.15,1
GUA029,PARROQUIA,2020-07-26T18:55:35Z,16.2,23.9,24,25.5,80.6,91.8,54.08,54.08,1
GUA029,PARROQUIA,2020-07-26T18:58:47Z,18.5,24.6,24.1,25.7,79.5,91.7,52.32,52.53,1
GUA029,PARROQUIA,2020-07-26T19:02:00Z,19.7,25,24,25.7,80,91.6,52.53,53.39,1
GUA029,PARROQUIA,2020-07-26T19:05:13Z,20.4,25.2,24,25.8,80.2,91.8,53.1,51.79,1
GUA029,PARROQUIA,2020-07-26T19:08:27Z,20.2,24.7,24,25.7,79.6,92.1,53.15,51.63,1
GUA029,PARROQUIA,2020-07-26T19:11:39Z,19.5,24,23.8,25.4,80.1,92.7,53.75,54.18,1
GUA029,PARROQUIA,2020-07-26T19:14:50Z,19.1,24.1,23.8,25.3,79.6,92.5,34.8,35.16,1
GUA029,PARROQUIA,2020-07-26T19:18:04Z,18.4,23.8,23.6,25.1,79.2,91.7,34.57,34.53,1
GUA029,PARROQUIA,2020-07-26T19:21:16Z,18.2,23.8,23.7,25.1,71.2,85.1,35.94,34.24,1
GUA029,PARROQUIA,2020-07-26T19:24:28Z,16.9,23.4,23.7,25,67.8,81.5,35.04,34.41,1
GUA029,PARROQUIA,2020-07-26T19:27:45Z,16.2,23.4,23.8,25.1,67.3,81.1,34.28,33.84,1
GUA029,PARROQUIA,2020-07-26T19:30:58Z,16,23.4,23.8,25.2,68.5,82.1,40.21,39.01,1
GUA029,PARROQUIA,2020-07-26T19:34:12Z,14.7,23.3,23.9,25.3,74,87.2,41.02,39.81,1
GUA029,PARROQUIA,2020-07-26T19:37:25Z,16.4,24,24.1,25.6,73.5,86.4,39.52,39.02,1
GUA029,PARROQUIA,2020-07-26T19:40:41Z,16.1,23.9,24,25.4,74.8,87.9,39.11,38.17,1
GUA029,PARROQUIA,2020-07-26T19:43:55Z,16.6,24,24,25.6,77.7,90.2,39.48,39.67,1
GUA029,PARROQUIA,2020-07-26T19:47:08Z,17.4,24.3,24.1,25.7,80.3,91.6,52.79,53.95,1
GUA029,PARROQUIA,2020-07-26T19:50:22Z,18.6,24.7,24.1,25.7,79.7,91.8,52.93,53,1
GUA029,PARROQUIA,2020-07-26T19:53:35Z,19.6,25,24.1,25.8,79.7,91.7,52.29,52.52,1
GUA029,PARROQUIA,2020-07-26T19:56:49Z,20,25.1,24.2,25.8,79.8,92,53.12,52.17,1
GUA029,PARROQUIA,2020-07-26T20:00:01Z,19.6,25,24.1,25.7,79.9,91.5,52.19,51.49,1
GUA029,PARROQUIA,2020-07-26T20:03:15Z,20.5,24.9,24.1,25.8,79.6,91.9,53.45,51.49,1
GUA029,PARROQUIA,2020-07-26T20:06:27Z,19.4,24,23.9,25.5,80.2,92.5,53.89,52.03,1
GUA029,PARROQUIA,2020-07-26T20:09:41Z,19,24,23.9,25.4,80.3,92.3,39.76,37.56,1
GUA029,PARROQUIA,2020-07-26T20:12:53Z,19.1,24,23.8,25.4,79.4,92.1,35,35.03,1
GUA029,PARROQUIA,2020-07-26T20:16:08Z,18.2,23.8,23.7,25,78.4,91.4,35.79,34.96,1
GUA029,PARROQUIA,2020-07-26T20:19:20Z,18.2,23.7,23.7,25,72.8,86.8,35.36,35.45,1
GUA029,PARROQUIA,2020-07-26T20:22:35Z,17.2,23.5,23.7,25,69.8,83.3,36.15,34.75,1
GUA029,PARROQUIA,2020-07-26T20:25:49Z,16.6,23.4,23.8,25.1,66.5,80,39.29,38.89,1
GUA029,PARROQUIA,2020-07-26T20:29:02Z,15.2,23.2,23.7,25,71.6,84.5,40.79,40.78,1
GUA029,PARROQUIA,2020-07-26T20:32:15Z,15.5,23.6,23.9,25.4,71.1,84.3,40.74,38.38,1
GUA029,PARROQUIA,2020-07-26T20:35:29Z,15.3,23.5,23.9,25.2,73.1,85.9,43.81,42.28,1
GUA029,PARROQUIA,2020-07-26T20:38:42Z,15.9,23.7,23.9,25.4,74.7,87.5,40.17,41.51,1
GUA029,PARROQUIA,2020-07-26T20:41:56Z,16.4,23.9,24,25.5,80.1,91.4,53.84,52.05,1
GUA029,PARROQUIA,2020-07-26T20:45:08Z,20.1,25,24.2,25.9,79.5,91.4,53.22,52.78,1
GUA029,PARROQUIA,2020-07-26T20:48:20Z,20.1,24.2,23.9,25.7,78.9,91.9,36.25,34.58,1
GUA029,PARROQUIA,2020-07-26T20:51:33Z,18.5,23.9,23.7,25.2,79.7,91.9,34.74,34.9,1
GUA029,PARROQUIA,2020-07-26T20:54:47Z,18.3,23.9,23.7,25.1,78.9,91.7,34.08,34.11,1
GUA029,PARROQUIA,2020-07-26T20:58:00Z,18.3,23.8,23.8,25,77.5,90.8,36.21,35.57,1
GUA029,PARROQUIA,2020-07-26T21:01:14Z,18.1,23.7,23.7,25.1,78.3,91.3,35.56,35.2,1
GUA029,PARROQUIA,2020-07-26T21:04:27Z,18.1,23.8,23.7,25,69.8,83.8,35.48,34.29,1
GUA029,PARROQUIA,2020-07-26T21:07:39Z,16.6,23.3,23.7,25,67.2,80.4,39.67,34.66,1
GUA029,PARROQUIA,2020-07-26T21:10:52Z,15.9,23.3,23.8,25.1,68.4,81.5,39.58,38.05,1
GUA029,PARROQUIA,2020-07-26T21:14:04Z,15.5,23.3,23.8,25.2,70.7,83.3,39.35,39.48,1
GUA029,PARROQUIA,2020-07-26T21:17:17Z,15.2,23.5,23.9,25.3,79.8,91,53.66,52.75,1
GUA029,PARROQUIA,2020-07-26T21:20:29Z,18.5,24.6,24.2,25.8,78.9,90.8,52.71,52.07,1
GUA029,PARROQUIA,2020-07-26T21:23:41Z,20.4,24.8,24,25.8,79.3,91.3,51.19,52.77,1
GUA029,PARROQUIA,2020-07-26T21:26:55Z,20.2,24.2,24,25.7,78.9,91.6,35.81,37.86,1
GUA029,PARROQUIA,2020-07-26T21:30:08Z,18.9,23.9,23.8,25.3,79.8,92.1,35,33.81,1
GUA029,PARROQUIA,2020-07-26T21:33:21Z,18.6,24,23.7,25.2,80.1,92.3,34.3,33.43,1
GUA029,PARROQUIA,2020-07-26T21:36:33Z,18.4,23.9,23.7,25,79.4,91.5,33.71,33.26,1
GUA029,PARROQUIA,2020-07-26T21:39:50Z,18.3,23.8,23.7,25.1,78.8,91.2,35.43,34.79,1
GUA029,PARROQUIA,2020-07-26T21:43:04Z,18.3,23.8,23.7,25.1,73.7,87.5,36.34,35.16,1
GUA029,PARROQUIA,2020-07-26T21:46:17Z,17.3,23.5,23.6,25,65.7,79,39.86,34.35,1
GUA029,PARROQUIA,2020-07-26T21:49:29Z,15.4,23.1,23.7,25,72.7,85.2,39.55,38.71,1
GUA029,PARROQUIA,2020-07-26T21:52:42Z,16,23.8,24,25.5,79.1,90.7,39.64,39.45,1
GUA029,PARROQUIA,2020-07-26T21:55:56Z,18.3,24.6,24.1,25.8,79.2,91.1,52.56,51.62,1
GUA029,PARROQUIA,2020-07-26T21:59:08Z,20.1,25.1,24.1,25.9,79.7,91.2,52.5,51.66,1
GUA029,PARROQUIA,2020-07-26T22:02:20Z,20.3,25.1,24.1,25.8,79.4,91.3,52.27,51.64,1
GUA029,PARROQUIA,2020-07-26T22:05:33Z,19.7,24.1,23.8,25.6,79.8,91.9,53.5,52.1,1
GUA029,PARROQUIA,2020-07-26T22:08:46Z,19.3,24.1,23.8,25.5,79.7,91.8,36.31,34.91,1
GUA029,PARROQUIA,2020-07-26T22:12:00Z,19.1,24,23.8,25.4,79.6,91.9,34.31,34.82,1
GUA029,PARROQUIA,2020-07-26T22:15:12Z,18.7,23.9,23.7,25.3,78.5,91.1,34.47,34.03,1
GUA029,PARROQUIA,2020-07-26T22:18:26Z,17.9,23.6,23.6,24.9,68.7,81.6,34.33,33.92,1
GUA029,PARROQUIA,2020-07-26T22:21:40Z,16.3,23.3,23.6,25,66.7,79.7,39.56,38.94,1
GUA029,PARROQUIA,2020-07-26T22:24:54Z,15.6,23.3,23.8,25.2,70.5,83.3,38.64,38.35,1
GUA029,PARROQUIA,2020-07-26T22:28:06Z,15.4,23.6,23.9,25.5,77.1,89.2,39.19,39.39,1
GUA029,PARROQUIA,2020-07-26T22:31:19Z,17.6,24.4,24.1,25.7,80.6,91.5,51.4,51.44,1
GUA029,PARROQUIA,2020-07-26T22:34:32Z,19.7,25,24.2,25.8,79.2,90.9,51.5,50.68,1
GUA029,PARROQUIA,2020-07-26T22:37:45Z,20.2,24.1,24,25.8,79.2,91.5,33.82,33.63,1
GUA029,PARROQUIA,2020-07-26T22:40:58Z,18.8,23.9,23.7,25.3,76.3,90.1,33.97,34.18,1
GUA029,PARROQUIA,2020-07-26T22:44:11Z,17.7,23.5,23.6,25,70.4,83.9,34.54,34.27,1
GUA029,PARROQUIA,2020-07-26T22:47:23Z,16.9,23.5,23.8,25.2,68.5,81.6,34.56,34.43,1
GUA029,PARROQUIA,2020-07-26T22:50:36Z,16.4,23.3,23.8,25.2,67.1,80.2,39.1,37.62,1
GUA029,PARROQUIA,2020-07-26T22:53:48Z,15.9,23.3,23.9,25.2,68.9,81.3,39.9,38.29,1
GUA029,PARROQUIA,2020-07-26T22:57:00Z,15.6,23.4,23.9,25.3,70.2,82.8,38.8,37.66,1
GUA029,PARROQUIA,2020-07-26T23:00:15Z,15.3,23.5,23.9,25.4,69.9,82.6,38.46,39.9,1
GUA029,PARROQUIA,2020-07-26T23:03:27Z,15.3,23.4,23.8,25.2,71.3,83.7,39.09,37.83,1
GUA029,PARROQUIA,2020-07-26T23:06:48Z,15.3,23.5,23.9,25.3,71.4,83.9,38.58,37.87,1
GUA029,PARROQUIA,2020-07-26T23:10:01Z,15.4,23.5,23.8,25.4,80.8,91.3,50.56,37.85,1
GUA029,PARROQUIA,2020-07-26T23:13:14Z,19,24.8,24.1,25.8,81.4,92,50.27,49.4,1
GUA029,PARROQUIA,2020-07-26T23:16:27Z,19.6,25,24.1,25.7,80.3,91.6,51.64,51.32,1
GUA029,PARROQUIA,2020-07-26T23:19:42Z,20.1,25,24.1,25.8,80.3,91.7,50.78,50.49,1
GUA029,PARROQUIA,2020-07-26T23:22:57Z,20.3,25,24,25.7,80.4,91.4,51.19,50.51,1
GUA029,PARROQUIA,2020-07-26T23:26:09Z,20.3,24.9,24,25.8,80.4,91.6,50.71,51.5,1
GUA029,PARROQUIA,2020-07-26T23:29:22Z,20.1,24.3,23.9,25.7,80.3,91.6,49.98,50.27,1
GUA029,PARROQUIA,2020-07-26T23:32:34Z,19.9,24.1,23.9,25.6,79.4,91.6,35.18,34.87,1
GUA029,PARROQUIA,2020-07-26T23:35:47Z,18.8,23.8,23.7,25.3,80,92,33.93,32.79,1
GUA029,PARROQUIA,2020-07-26T23:39:00Z,18.5,23.8,23.7,25.1,78.3,91.1,34.73,33.36,1
GUA029,PARROQUIA,2020-07-26T23:42:13Z,18.1,23.8,23.7,24.9,76.7,90.1,33.8,33.23,1
GUA029,PARROQUIA,2020-07-26T23:45:26Z,18,23.7,23.6,25,74.9,88.7,33.59,33.49,1
GUA029,PARROQUIA,2020-07-26T23:48:38Z,17.7,23.7,23.7,25,66,79.3,33.62,33.07,1
GUA029,PARROQUIA,2020-07-26T23:51:52Z,15.7,23.1,23.7,25,69.2,81.7,37.57,37.16,1
GUA029,PARROQUIA,2020-07-26T23:55:07Z,15.1,23.3,23.8,25.3,70.6,82.7,37.36,37.03,1
GUA029,PARROQUIA,2020-07-26T23:58:21Z,15.2,23.6,23.9,25.3,71.8,84.2,37.52,37.05,1
GUA029,PARROQUIA,2020-07-27T00:01:37Z,15.7,23.7,23.9,25.4,79.9,90.8,49.63,50.15,1
GUA029,PARROQUIA,2020-07-27T00:04:50Z,19,24.8,24.1,25.8,80.4,91.4,50.56,50.7,1
GUA029,PARROQUIA,2020-07-27T00:08:03Z,19.7,25,24.1,25.8,79.9,91,50.29,51.02,1
GUA029,PARROQUIA,2020-07-27T00:11:16Z,20.5,25,24,25.9,80.3,91.4,50.15,50.89,1
GUA029,PARROQUIA,2020-07-27T00:14:29Z,20.1,24.4,23.9,25.7,80.4,91.7,49.98,49.59,1
